year,month,orderdate,turnover,quantity,country,city,productname,categoryname
2017,10,2017-10-16,110.3999977,12,USA,Boise,Teatime Chocolate Biscuits,Confections
2017,10,2017-10-16,405.299984,42,USA,Boise,Jack's New England Clam Chowder,Seafood
2017,10,2017-10-16,3935.999908,120,USA,Boise,Perth Pasties,Meat/Poultry
2017,10,2017-10-16,98.39999771,3,Ireland,Cork,Perth Pasties,Meat/Poultry
2017,10,2017-10-16,1140,30,Ireland,Cork,Gnocchi di nonna Alice,Grains/Cereals
2017,10,2017-10-17,558,18,USA,Boise,Ikura,Seafood
2017,10,2017-10-17,936.8999863,30,USA,Boise,GumbÃ¤r GummibÃ¤rchen,Confections
2017,10,2017-10-17,1045,110,USA,Boise,Rogede sild,Seafood
2017,10,2017-10-17,288,24,USA,Boise,Spegesild,Seafood
2017,10,2017-10-17,570,30,USA,Boise,Chang,Beverages
2017,10,2017-10-17,1053,27,USA,Boise,Alice Mutton,Meat/Poultry
2017,10,2017-10-17,475,50,USA,Boise,Zaanse koeken,Confections
2017,10,2017-10-17,684,18,USA,Boise,Gnocchi di nonna Alice,Grains/Cereals
2017,10,2017-10-17,159,12,USA,Boise,Escargots de Bourgogne,Seafood
2017,10,2017-10-18,651,21,France,Marseille,Ikura,Seafood
2017,10,2017-10-18,645,30,France,Marseille,Flotemysost,Dairy Products
2017,10,2017-10-19,50,5,Argentina,Buenos Aires,Sir Rodney's Scones,Confections
2017,10,2017-10-19,371,7,Argentina,Buenos Aires,Manjimup Dried Apples,Produce
2017,10,2017-10-19,285,10,Argentina,Buenos Aires,Sirop d'Ã©rable,Condiments
2017,10,2017-10-19,320,32,Germany,München,Sir Rodney's Scones,Confections
2017,10,2017-10-19,111.7499971,15,Germany,München,TourtiÃ¨re,Meat/Poultry
2017,10,2017-10-19,900,25,Germany,München,Gudbrandsdalsost,Dairy Products
2017,10,2017-10-22,1368,36,Germany,Brandenburg,Queso Manchego La Pastora,Dairy Products
2017,10,2017-10-22,349.0000153,20,Germany,Brandenburg,Pavlova,Confections
2017,10,2017-10-22,760,40,Germany,Brandenburg,Inlagd Sill,Seafood
2017,10,2017-10-22,985.9999847,20,Germany,Brandenburg,Tarte au sucre,Confections
2017,10,2017-10-22,750,12,USA,San Francisco,Carnarvon Tigers,Seafood
2017,10,2017-10-22,77.66999817,3,USA,San Francisco,Nord-Ost Matjeshering,Seafood
2017,10,2017-10-22,297.9999924,40,USA,San Francisco,TourtiÃ¨re,Meat/Poultry
2017,10,2017-10-23,378,21,Brazil,Rio de Janeiro,Steeleye Stout,Beverages
2017,10,2017-10-23,172,8,Brazil,Rio de Janeiro,Flotemysost,Dairy Products
2017,10,2017-10-24,972.5000381,50,Germany,Cunewalde,Gula Malacca,Condiments
2017,10,2017-10-24,57,3,USA,Boise,Chang,Beverages
2017,10,2017-10-24,625,50,USA,Boise,Gorgonzola Telino,Dairy Products
2017,10,2017-10-24,562.5,45,USA,Boise,Scottish Longbreads,Confections
2017,10,2017-10-24,325.5,42,USA,Boise,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,10,2017-10-25,468.4499931,15,USA,Seattle,GumbÃ¤r GummibÃ¤rchen,Confections
2017,10,2017-10-25,496,16,Canada,Montréal,Ikura,Seafood
2017,10,2017-10-25,142.5,5,Canada,Montréal,Sirop d'Ã©rable,Condiments
2017,10,2017-10-26,115.7999954,12,Brazil,Sao Paulo,Jack's New England Clam Chowder,Seafood
2017,10,2017-10-26,28,4,Brazil,Sao Paulo,Filo Mix,Grains/Cereals
2017,10,2017-10-26,144,6,Brazil,Sao Paulo,PÃ¢tÃ© chinois,Meat/Poultry
2017,10,2017-10-29,550,25,UK,London,Chef Anton's Cajun Seasoning,Condiments
2017,10,2017-10-29,105,5,UK,London,Queso Cabrales,Dairy Products
2017,10,2017-10-29,780,20,Italy,Reggio Emilia,Alice Mutton,Meat/Poultry
2017,10,2017-10-29,380,10,Italy,Reggio Emilia,Gnocchi di nonna Alice,Grains/Cereals
2017,10,2017-10-29,550,10,Italy,Reggio Emilia,Raclette Courdavault,Dairy Products
2017,10,2017-10-30,388.3499908,15,Brazil,Sao Paulo,Nord-Ost Matjeshering,Seafood
2017,10,2017-10-30,110.3999977,6,Brazil,Sao Paulo,Boston Crab Meat,Seafood
2017,10,2017-10-30,288,12,Brazil,Sao Paulo,PÃ¢tÃ© chinois,Meat/Poultry
2017,10,2017-10-30,510,15,Brazil,Sao Paulo,Camembert Pierrot,Dairy Products
2017,10,2017-10-30,900,50,Venezuela,I. de Margarita,Chai,Beverages
2017,10,2017-10-30,300,30,Venezuela,I. de Margarita,Sir Rodney's Scones,Confections
2017,10,2017-10-30,650,40,Venezuela,I. de Margarita,Valkoinen suklaa,Confections
2017,10,2017-10-31,261.7500114,15,France,Marseille,Pavlova,Confections
2017,10,2017-10-31,37.5,3,France,Marseille,Gorgonzola Telino,Dairy Products
2017,10,2017-10-31,210.4999924,10,France,Marseille,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,11,2017-11-01,400,40,Switzerland,Bern,Sir Rodney's Scones,Confections
2017,11,2017-11-01,1590,30,Switzerland,Bern,Manjimup Dried Apples,Produce
2017,11,2017-11-01,360,20,France,Marseille,LakkalikÃ¶Ã¶ri,Beverages
2017,11,2017-11-02,372,16,Sweden,Luleå,Tofu,Produce
2017,11,2017-11-02,911.9999695,20,Sweden,Luleå,RÃ¶ssle Sauerkraut,Produce
2017,11,2017-11-02,175,25,Sweden,Luleå,Filo Mix,Grains/Cereals
2017,11,2017-11-02,750,30,Brazil,Campinas,Grandma's Boysenberry Spread,Condiments
2017,11,2017-11-02,388.3499908,15,Brazil,Campinas,Nord-Ost Matjeshering,Seafood
2017,11,2017-11-02,360,20,Brazil,Campinas,LakkalikÃ¶Ã¶ri,Beverages
2017,11,2017-11-05,570,20,USA,San Francisco,Sirop d'Ã©rable,Condiments
2017,11,2017-11-05,26,2,USA,San Francisco,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,11,2017-11-06,841.9999695,40,Ireland,Cork,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,11,2017-11-06,155,20,Ireland,Cork,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,11,2017-11-06,24,4,France,Reims,Konbu,Seafood
2017,11,2017-11-06,115.7999954,12,France,Reims,Jack's New England Clam Chowder,Seafood
2017,11,2017-11-07,52.35000229,3,France,Paris,Pavlova,Confections
2017,11,2017-11-07,114,6,France,Reims,Inlagd Sill,Seafood
2017,11,2017-11-07,126,18,France,Reims,Filo Mix,Grains/Cereals
2017,11,2017-11-08,227.9999924,5,USA,Seattle,RÃ¶ssle Sauerkraut,Produce
2017,11,2017-11-08,630,35,USA,Seattle,Steeleye Stout,Beverages
2017,11,2017-11-08,380,40,USA,Seattle,Rogede sild,Seafood
2017,11,2017-11-08,532,14,USA,Seattle,Gnocchi di nonna Alice,Grains/Cereals
2017,11,2017-11-09,285,15,UK,London,Chang,Beverages
2017,11,2017-11-09,200,20,Canada,Tsawassen,Aniseed Syrup,Condiments
2017,11,2017-11-09,1700,50,Canada,Tsawassen,Camembert Pierrot,Dairy Products
2017,11,2017-11-09,1217.999973,35,Canada,Tsawassen,Mozzarella di Giovanni,Dairy Products
2017,11,2017-11-12,336,28,UK,London,Spegesild,Seafood
2017,11,2017-11-12,919.9999809,50,Denmark,Århus,Boston Crab Meat,Seafood
2017,11,2017-11-13,1500,24,Germany,Cunewalde,Carnarvon Tigers,Seafood
2017,11,2017-11-13,311.2000122,16,Germany,Cunewalde,Gula Malacca,Condiments
2017,11,2017-11-13,2475,45,Germany,Cunewalde,Raclette Courdavault,Dairy Products
2017,11,2017-11-13,243.5999947,7,Germany,Cunewalde,Mozzarella di Giovanni,Dairy Products
2017,11,2017-11-14,36,6,Switzerland,Bern,Konbu,Seafood
2017,11,2017-11-14,392,28,Switzerland,Bern,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,11,2017-11-14,443.6999931,9,Switzerland,Bern,Tarte au sucre,Confections
2017,11,2017-11-14,1440,40,Switzerland,Bern,Gudbrandsdalsost,Dairy Products
2017,11,2017-11-14,100,8,Austria,Salzburg,Gorgonzola Telino,Dairy Products
2017,11,2017-11-14,337.7499866,35,Austria,Salzburg,Jack's New England Clam Chowder,Seafood
2017,11,2017-11-14,395.1000137,9,Austria,Salzburg,Vegie-spread,Condiments
2017,11,2017-11-14,1080,30,Austria,Salzburg,Gudbrandsdalsost,Dairy Products
2017,11,2017-11-15,396,44,USA,Boise,TunnbrÃ¶d,Grains/Cereals
2017,11,2017-11-15,735.9999847,40,USA,Boise,Boston Crab Meat,Seafood
2017,11,2017-11-15,1064,28,USA,Boise,Gnocchi di nonna Alice,Grains/Cereals
2017,11,2017-11-15,570,15,UK,Cowes,Gnocchi di nonna Alice,Grains/Cereals
2017,11,2017-11-15,330,6,UK,Cowes,Raclette Courdavault,Dairy Products
2017,11,2017-11-15,180,10,UK,Cowes,LakkalikÃ¶Ã¶ri,Beverages
2017,11,2017-11-16,116.25,5,Finland,Oulu,Tofu,Produce
2017,11,2017-11-16,380,40,Finland,Oulu,Rogede sild,Seafood
2017,11,2017-11-16,1375,25,Finland,Oulu,Raclette Courdavault,Dairy Products
2017,11,2017-11-19,374.7599945,12,Switzerland,Genève,GumbÃ¤r GummibÃ¤rchen,Confections
2017,11,2017-11-19,776.6999817,30,Switzerland,Genève,Nord-Ost Matjeshering,Seafood
2017,11,2017-11-19,325,20,Switzerland,Genève,Valkoinen suklaa,Confections
2017,11,2017-11-19,225,15,Switzerland,Genève,RÃ¶d Kaviar,Seafood
2017,11,2017-11-19,144,8,UK,London,Chai,Beverages
2017,11,2017-11-19,108,3,UK,London,Gudbrandsdalsost,Dairy Products
2017,11,2017-11-20,38,4,Italy,Torino,Rogede sild,Seafood
2017,11,2017-11-20,50,5,Italy,Torino,Longlife Tofu,Produce
2017,11,2017-11-20,55.19999886,3,Italy,Bergamo,Boston Crab Meat,Seafood
2017,11,2017-11-21,285,30,France,Marseille,Zaanse koeken,Confections
2017,11,2017-11-21,1140,30,France,Marseille,Gnocchi di nonna Alice,Grains/Cereals
2017,11,2017-11-21,273,14,France,Marseille,Ravioli Angelo,Grains/Cereals
2017,11,2017-11-21,900,25,France,Marseille,Gudbrandsdalsost,Dairy Products
2017,11,2017-11-22,1312.5,21,USA,Lander,Carnarvon Tigers,Seafood
2017,11,2017-11-22,380,20,USA,Lander,Inlagd Sill,Seafood
2017,11,2017-11-22,75,6,USA,Lander,Scottish Longbreads,Confections
2017,11,2017-11-22,720,20,USA,Lander,Gudbrandsdalsost,Dairy Products
2017,11,2017-11-22,420,30,USA,Boise,Sasquatch Ale,Beverages
2017,11,2017-11-22,385,7,USA,Boise,Raclette Courdavault,Dairy Products
2017,11,2017-11-22,1478.999977,30,USA,Boise,Tarte au sucre,Confections
2017,11,2017-11-22,798,24,USA,Boise,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,11,2017-11-23,624.5999908,20,Switzerland,Genève,GumbÃ¤r GummibÃ¤rchen,Confections
2017,11,2017-11-23,420,60,Switzerland,Genève,Filo Mix,Grains/Cereals
2017,11,2017-11-23,600,40,Switzerland,Genève,Outback Lager,Beverages
2017,11,2017-11-23,320,10,Mexico,México D.F.,Mascarpone Fabioli,Dairy Products
2017,11,2017-11-26,168,12,Belgium,Bruxelles,NuNuCa NuÃ-Nougat-Creme,Confections
2017,11,2017-11-26,1756.000061,40,Belgium,Bruxelles,Schoggi Schokolade,Confections
2017,11,2017-11-26,1380,30,Belgium,Bruxelles,Ipoh Coffee,Beverages
2017,11,2017-11-27,490,35,USA,Albuquerque,NuNuCa NuÃ-Nougat-Creme,Confections
2017,11,2017-11-27,139.5,18,USA,Albuquerque,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,11,2017-11-27,288,16,Sweden,Bräcke,Chartreuse verte,Beverages
2017,11,2017-11-27,285,30,Sweden,Bräcke,Zaanse koeken,Confections
2017,11,2017-11-27,1484,28,Sweden,Bräcke,Manjimup Dried Apples,Produce
2017,11,2017-11-27,2280,60,Sweden,Bräcke,Gnocchi di nonna Alice,Grains/Cereals
2017,11,2017-11-28,400,40,France,Lille,Sir Rodney's Scones,Confections
2017,11,2017-11-28,126,6,France,Lille,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,11,2017-11-28,90,20,France,Lille,GuaranÃ¡ FantÃ¡stica,Beverages
2017,11,2017-11-28,200,20,Austria,Graz,Aniseed Syrup,Condiments
2017,11,2017-11-28,2340,130,Austria,Graz,Chartreuse verte,Beverages
2017,11,2017-11-29,1683.999939,80,Germany,Cunewalde,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,11,2017-11-30,760,40,Germany,Köln,Chang,Beverages
2017,11,2017-11-30,1050,35,Germany,Köln,Uncle Bob's Organic Dried Pears,Produce
2017,11,2017-11-30,500,40,Germany,Köln,Scottish Longbreads,Confections
2017,11,2017-11-30,28,2,Belgium,Charleroi,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,12,2017-12-03,84,4,UK,London,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals
2017,12,2017-12-03,625,50,UK,London,Gorgonzola Telino,Dairy Products
2017,12,2017-12-03,510,15,UK,London,Camembert Pierrot,Dairy Products
2017,12,2017-12-03,258,12,UK,London,Flotemysost,Dairy Products
2017,12,2017-12-03,289.4999886,30,Denmark,Århus,Jack's New England Clam Chowder,Seafood
2017,12,2017-12-03,105,15,Denmark,Århus,Filo Mix,Grains/Cereals
2017,12,2017-12-03,570,20,Denmark,Århus,Sirop d'Ã©rable,Condiments
2017,12,2017-12-03,739.4999886,15,Denmark,Århus,Tarte au sucre,Confections
2017,12,2017-12-04,315,15,Brazil,Rio de Janeiro,Queso Cabrales,Dairy Products
2017,12,2017-12-05,344,16,Austria,Graz,Flotemysost,Dairy Products
2017,12,2017-12-05,2228.220016,18,Germany,Frankfurt a.M.,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,12,2017-12-05,1375,25,Germany,Frankfurt a.M.,Raclette Courdavault,Dairy Products
2017,12,2017-12-06,1287,33,Austria,Graz,Alice Mutton,Meat/Poultry
2017,12,2017-12-06,875,70,Austria,Graz,Gorgonzola Telino,Dairy Products
2017,12,2017-12-06,54.25,7,Austria,Graz,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,12,2017-12-06,25,2,Sweden,Bräcke,Gorgonzola Telino,Dairy Products
2017,12,2017-12-06,850,50,Sweden,Bräcke,Louisiana Hot Spiced Okra,Condiments
2017,12,2017-12-07,186,6,USA,Butte,Ikura,Seafood
2017,12,2017-12-07,42,3,USA,Butte,Laughing Lumberjack Lager,Beverages
2017,12,2017-12-10,200,16,Austria,Graz,Gorgonzola Telino,Dairy Products
2017,12,2017-12-10,168,12,Austria,Graz,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,12,2017-12-10,256.5,27,Austria,Graz,Rogede sild,Seafood
2017,12,2017-12-10,6360,120,Austria,Graz,Manjimup Dried Apples,Produce
2017,12,2017-12-10,280,20,Brazil,Campinas,Singaporean Hokkien Fried Mee,Grains/Cereals
2017,12,2017-12-11,96.49999619,10,Sweden,Luleå,Jack's New England Clam Chowder,Seafood
2017,12,2017-12-11,349.0000153,20,Germany,Leipzig,Pavlova,Confections
2017,12,2017-12-11,985.9999847,20,Germany,Leipzig,Tarte au sucre,Confections
2017,12,2017-12-11,525,35,Venezuela,Barquisimeto,Outback Lager,Beverages
2017,12,2017-12-11,195,15,Venezuela,Barquisimeto,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,12,2017-12-12,22.34999943,3,Finland,Oulu,TourtiÃ¨re,Meat/Poultry
2017,12,2017-12-12,760,20,Finland,Oulu,Gnocchi di nonna Alice,Grains/Cereals
2017,12,2017-12-12,350,35,Finland,Oulu,Longlife Tofu,Produce
2017,12,2017-12-12,12.5,1,Argentina,Buenos Aires,Gorgonzola Telino,Dairy Products
2017,12,2017-12-13,125,10,Brazil,Rio de Janeiro,Gorgonzola Telino,Dairy Products
2017,12,2017-12-13,1317.5,5,Brazil,Rio de Janeiro,CÃ´te de Blaye,Beverages
2017,12,2017-12-13,570,30,Italy,Bergamo,Inlagd Sill,Seafood
2017,12,2017-12-13,36,2,Italy,Bergamo,Chartreuse verte,Beverages
2017,12,2017-12-13,1043.999977,30,Italy,Bergamo,Mozzarella di Giovanni,Dairy Products
2017,12,2017-12-13,310,10,Venezuela,Caracas,Ikura,Seafood
2017,12,2017-12-13,77.5,10,Venezuela,Caracas,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,12,2017-12-14,1200,30,Brazil,Sao Paulo,Northwoods Cranberry Sauce,Condiments
2017,12,2017-12-14,388.3499908,15,Brazil,Sao Paulo,Nord-Ost Matjeshering,Seafood
2017,12,2017-12-14,325.5,42,Brazil,Sao Paulo,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,12,2017-12-14,285,15,France,Toulouse,Chang,Beverages
2017,12,2017-12-14,2475.800018,20,France,Toulouse,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,12,2017-12-17,459.9999905,50,Germany,Cunewalde,Teatime Chocolate Biscuits,Confections
2017,12,2017-12-17,310,40,Germany,Cunewalde,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2017,12,2017-12-17,1875,30,France,Lille,Carnarvon Tigers,Seafood
2017,12,2017-12-17,270,15,France,Lille,Steeleye Stout,Beverages
2017,12,2017-12-17,1317.000046,30,France,Lille,Vegie-spread,Condiments
2017,12,2017-12-17,225,18,France,Lille,Scottish Longbreads,Confections
2017,12,2017-12-17,90,3,Brazil,Campinas,Uncle Bob's Organic Dried Pears,Produce
2017,12,2017-12-17,760,20,Brazil,Campinas,Gnocchi di nonna Alice,Grains/Cereals
2017,12,2017-12-18,1733.060013,14,Germany,München,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,12,2017-12-18,192.9999924,20,Germany,München,Jack's New England Clam Chowder,Seafood
2017,12,2017-12-18,190,10,Poland,Warszawa,Chang,Beverages
2017,12,2017-12-18,22.34999943,3,Poland,Warszawa,TourtiÃ¨re,Meat/Poultry
2017,12,2017-12-18,187.5,15,Poland,Warszawa,Scottish Longbreads,Confections
2017,12,2017-12-19,135.0999947,14,UK,London,Jack's New England Clam Chowder,Seafood
2017,12,2017-12-19,56,8,UK,London,Filo Mix,Grains/Cereals
2017,12,2017-12-19,348.75,15,Brazil,Rio de Janeiro,Tofu,Produce
2017,12,2017-12-19,44.69999886,6,Brazil,Rio de Janeiro,TourtiÃ¨re,Meat/Poultry
2017,12,2017-12-19,1134.25005,65,Austria,Graz,Pavlova,Confections
2017,12,2017-12-19,1365,35,Austria,Graz,Alice Mutton,Meat/Poultry
2017,12,2017-12-20,655.8299904,21,Venezuela,San Cristóbal,GumbÃ¤r GummibÃ¤rchen,Confections
2017,12,2017-12-20,194.5000076,10,Venezuela,San Cristóbal,Gula Malacca,Condiments
2017,12,2017-12-20,1163.75,35,Venezuela,San Cristóbal,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2017,12,2017-12-20,864,24,Venezuela,San Cristóbal,Gudbrandsdalsost,Dairy Products
2017,12,2017-12-20,420,20,Germany,Aachen,Queso Cabrales,Dairy Products
2017,12,2017-12-21,98.59999847,2,UK,Cowes,Tarte au sucre,Confections
2017,12,2017-12-21,347.9999924,10,UK,Cowes,Mozzarella di Giovanni,Dairy Products
2017,12,2017-12-21,120,20,Germany,Brandenburg,Konbu,Seafood
2017,12,2017-12-21,90,20,Germany,Brandenburg,GuaranÃ¡ FantÃ¡stica,Beverages
2017,12,2017-12-21,1375,25,Germany,Brandenburg,Raclette Courdavault,Dairy Products
2017,12,2017-12-21,1050,50,UK,London,Queso Cabrales,Dairy Products
2017,12,2017-12-21,530,10,UK,London,Manjimup Dried Apples,Produce
2017,12,2017-12-21,52.14999866,7,UK,London,TourtiÃ¨re,Meat/Poultry
2017,12,2017-12-24,1560,40,Spain,Madrid,Alice Mutton,Meat/Poultry
2017,12,2017-12-24,2475.800018,20,Spain,Madrid,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2017,12,2017-12-24,647.2499847,25,Denmark,Kobenhavn,Nord-Ost Matjeshering,Seafood
2017,12,2017-12-24,1590,30,Denmark,Kobenhavn,Manjimup Dried Apples,Produce
2017,12,2017-12-24,1440,60,Denmark,Kobenhavn,PÃ¢tÃ© chinois,Meat/Poultry
2017,12,2017-12-24,246.4999962,5,Denmark,Kobenhavn,Tarte au sucre,Confections
2017,12,2017-12-25,220.7999954,24,Brazil,Resende,Teatime Chocolate Biscuits,Confections
2017,12,2017-12-25,210,15,Brazil,Resende,NuNuCa NuÃ-Nougat-Creme,Confections
2017,12,2017-12-25,825,15,Brazil,Resende,Raclette Courdavault,Dairy Products
2017,12,2017-12-25,1116,36,UK,London,Ikura,Seafood
2017,12,2017-12-25,1094.399963,24,UK,London,RÃ¶ssle Sauerkraut,Produce
2017,12,2017-12-25,80,4,UK,London,Maxilaku,Confections
2017,12,2017-12-25,140,10,USA,Portland,Sasquatch Ale,Beverages
2017,12,2017-12-25,2635,10,USA,Portland,CÃ´te de Blaye,Beverages
2017,12,2017-12-26,380,20,France,Lyon,Chang,Beverages
2017,12,2017-12-26,42.09999847,2,France,Lyon,Louisiana Fiery Hot Pepper Sauce,Condiments
2017,12,2017-12-26,150,15,France,Lyon,Longlife Tofu,Produce
2017,12,2017-12-26,18.39999962,1,Italy,Torino,Boston Crab Meat,Seafood
2017,12,2017-12-27,760,20,USA,Anchorage,Gnocchi di nonna Alice,Grains/Cereals
2017,12,2017-12-27,900,50,USA,Anchorage,LakkalikÃ¶Ã¶ri,Beverages
2017,12,2017-12-27,140,20,Brazil,Resende,Filo Mix,Grains/Cereals
2017,12,2017-12-27,42,7,Canada,Vancouver,Konbu,Seafood
2017,12,2017-12-27,70,5,Canada,Vancouver,NuNuCa NuÃ-Nougat-Creme,Confections
2017,12,2017-12-27,75,5,Canada,Vancouver,Outback Lager,Beverages
2017,12,2017-12-28,137.9999971,15,Venezuela,I. de Margarita,Teatime Chocolate Biscuits,Confections
2017,12,2017-12-28,162,18,Venezuela,I. de Margarita,TunnbrÃ¶d,Grains/Cereals
2017,12,2017-12-28,551.9999886,30,Venezuela,I. de Margarita,Boston Crab Meat,Seafood
2017,12,2017-12-28,200,16,Italy,Reggio Emilia,Gorgonzola Telino,Dairy Products
2017,12,2017-12-28,1391.999969,40,Italy,Reggio Emilia,Mozzarella di Giovanni,Dairy Products
2017,12,2017-12-28,260,20,Italy,Reggio Emilia,Original Frankfurter grÃ¼ne SoÃe,Condiments
2017,12,2017-12-31,228,12,Brazil,Rio de Janeiro,Chang,Beverages
2017,12,2017-12-31,420,35,Brazil,Rio de Janeiro,Spegesild,Seafood
2017,12,2017-12-31,192.9999924,20,France,Lyon,Jack's New England Clam Chowder,Seafood
2017,12,2017-12-31,920,20,France,Lyon,Ipoh Coffee,Beverages
2017,12,2017-12-31,102,8,France,Lyon,Chocolade,Confections
2017,12,2017-12-31,855,30,France,Lyon,Sirop d'Ã©rable,Condiments
2017,12,2017-12-31,40,16,USA,Boise,Geitost,Dairy Products
2018,1,2018-01-01,7905,30,USA,Eugene,CÃ´te de Blaye,Beverages
2018,1,2018-01-01,985.9999847,20,USA,Eugene,Tarte au sucre,Confections
2018,1,2018-01-01,1249.199982,40,Germany,Brandenburg,GumbÃ¤r GummibÃ¤rchen,Confections
2018,1,2018-01-01,7905,30,Germany,Brandenburg,CÃ´te de Blaye,Beverages
2018,1,2018-01-01,1103.999977,60,Germany,Brandenburg,Boston Crab Meat,Seafood
2018,1,2018-01-01,1232.499981,25,Germany,Brandenburg,Tarte au sucre,Confections
2018,1,2018-01-02,640,20,Italy,Bergamo,Mascarpone Fabioli,Dairy Products
2018,1,2018-01-02,192.9999924,20,Italy,Bergamo,Jack's New England Clam Chowder,Seafood
2018,1,2018-01-02,322,7,Argentina,Buenos Aires,Ipoh Coffee,Beverages
2018,1,2018-01-02,155,20,Argentina,Buenos Aires,RhÃ¶nbrÃ¤u Klosterbier,Beverages
2018,1,2018-01-02,1140,30,USA,Albuquerque,Gnocchi di nonna Alice,Grains/Cereals
2018,1,2018-01-03,360,20,USA,Lander,Steeleye Stout,Beverages
2018,1,2018-01-03,318,6,USA,Lander,Manjimup Dried Apples,Produce
2018,1,2018-01-03,147.8999977,3,USA,Kirkland,Tarte au sucre,Confections
2018,1,2018-01-03,90,6,USA,Kirkland,Outback Lager,Beverages
2018,1,2018-01-04,420,20,Venezuela,Barquisimeto,Queso Cabrales,Dairy Products
2018,1,2018-01-04,292.5,15,Venezuela,Barquisimeto,Ravioli Angelo,Grains/Cereals
2018,1,2018-01-04,2200,40,Venezuela,Barquisimeto,Raclette Courdavault,Dairy Products
2018,1,2018-01-04,195,15,Venezuela,Barquisimeto,Original Frankfurter grÃ¼ne SoÃe,Condiments
2018,1,2018-01-04,115.7999954,12,Sweden,Bräcke,Jack's New England Clam Chowder,Seafood
2018,1,2018-01-04,135,9,Sweden,Bräcke,Outback Lager,Beverages
2018,1,2018-01-04,374.7599945,12,Germany,Aachen,GumbÃ¤r GummibÃ¤rchen,Confections
2018,1,2018-01-04,655.9999847,20,Germany,Aachen,Perth Pasties,Meat/Poultry
2018,1,2018-01-07,437.5,35,France,Strasbourg,Gorgonzola Telino,Dairy Products
2018,1,2018-01-07,292.5,15,France,Strasbourg,Ravioli Angelo,Grains/Cereals
2018,1,2018-01-07,465,15,France,Marseille,Ikura,Seafood
2018,1,2018-01-07,378,21,France,Marseille,Chartreuse verte,Beverages
2018,1,2018-01-08,405,5,Argentina,Buenos Aires,Sir Rodney's Marmalade,Confections
2018,1,2018-01-08,527,2,Argentina,Buenos Aires,CÃ´te de Blaye,Beverages
2018,1,2018-01-08,190,10,UK,Cowes,Chang,Beverages
2018,1,2018-01-08,800,20,UK,Cowes,Northwoods Cranberry Sauce,Condiments
2018,1,2018-01-08,60,10,UK,Cowes,Konbu,Seafood
2018,1,2018-01-08,714,21,UK,Cowes,Camembert Pierrot,Dairy Products
2018,1,2018-01-08,150,6,Brazil,Sao Paulo,Grandma's Boysenberry Spread,Condiments
2018,1,2018-01-08,504,28,Brazil,Sao Paulo,Chartreuse verte,Beverages
2018,1,2018-01-08,1020,30,Brazil,Sao Paulo,Camembert Pierrot,Dairy Products
2018,1,2018-01-08,300,24,Brazil,Sao Paulo,Scottish Longbreads,Confections
2018,1,2018-01-09,18.39999962,2,Norway,Stavern,Teatime Chocolate Biscuits,Confections
2018,1,2018-01-09,144,8,Norway,Stavern,Steeleye Stout,Beverages
2018,1,2018-01-09,2108,8,Norway,Stavern,CÃ´te de Blaye,Beverages
2018,1,2018-01-09,414,9,Norway,Stavern,Ipoh Coffee,Beverages
2018,1,2018-01-09,18,3,France,Toulouse,Konbu,Seafood
2018,1,2018-01-09,140,10,France,Toulouse,NuNuCa NuÃ-Nougat-Creme,Confections
2018,1,2018-01-09,311.2000122,16,France,Toulouse,Gula Malacca,Condiments
2018,1,2018-01-09,99.75,3,France,Toulouse,Wimmers gute SemmelknÃ¶del,Grains/Cereals
2018,1,2018-01-10,600,20,Germany,Köln,Uncle Bob's Organic Dried Pears,Produce
2018,1,2018-01-10,112.5,9,Germany,Köln,Gorgonzola Telino,Dairy Products
2018,1,2018-01-10,295.1999931,9,Germany,Köln,Perth Pasties,Meat/Poultry
2018,1,2018-01-10,990.3200073,8,Brazil,Sao Paulo,ThÃ¼ringer Rostbratwurst,Meat/Poultry
2018,1,2018-01-10,517.7999878,20,Brazil,Sao Paulo,Nord-Ost Matjeshering,Seafood
2018,1,2018-01-10,825,15,Germany,Berlin,Raclette Courdavault,Dairy Products
